url,label
https://www.facebook.com,1
https://www.youtube.com,1
https://www.pinterest.com,1
https://www.google.com,1
https://www.twitter.com,1
https://www.instagram.com,1
https://www.linkedin.com,1
https://www.wordpress.com,1
https://www.fandom.com,1
https://www.apple.com,1
https://www.yahoo.com,1
https://www.ebay.com,1
https://www.nih.gov,1
https://www.etsy.com,1
https://www.nytimes.com,1
https://www.researchgate.net,1
https://www.bbc.com,1
https://www.imdb.com,1
https://www.indeed.com,1
https://www.aliexpress.com,1
https://www.medium.com,1
https://www.theguardian.com,1
https://www.microsoft.com,1
https://www.dailymotion.com,1
https://www.indiatimes.com,1
https://www.forbes.com,1
https://www.foursquare.com,1
https://www.spotify.com,1
https://www.wikihow.com,1
https://www.alamy.com,1
https://www.soundcloud.com,1
https://www.flipkart.com,1
https://www.businessinsider.com,1
https://www.stackexchange.com,1
https://www.cnn.com,1
https://www.cambridge.org,1
https://www.cnet.com,1
https://www.alibaba.com,1
https://www.ebay.co.uk,1
https://www.target.com,1
https://www.healthline.com,1
https://www.yahoo.co.jp,1
https://www.tumblr.com,1
https://www.thefreedictionary.com,1
https://www.goodreads.com,1
https://www.bbc.co.uk,1
https://www.mapquest.com,1
https://www.usatoday.com,1
https://www.indiamart.com,1
https://www.scribd.com,1
https://www.moovitapp.com,1
https://www.merriam-webster.com,1
https://www.waze.com,1
https://www.github.com,1
https://www.independent.co.uk,1
https://www.issuu.com,1
https://www.reuters.com,1
https://www.wikiwand.com,1
https://www.ndtv.com,1
https://www.wordreference.com,1
https://www.wiktionary.org,1
https://www.bloomberg.com,1
https://www.springer.com,1
https://www.dictionary.com,1
https://www.vymaps.com,1
https://www.flickr.com,1
https://www.europa.eu,1
https://www.npr.org,1
https://www.screenrant.com,1
https://www.dailymail.co.uk,1
https://www.yourdictionary.com,1
https://www.weebly.com,1
https://www.booking.com,1
https://www.pinterest.es,1
https://www.redbubble.com,1
https://www.stackoverflow.com,1
https://www.msn.com,1
https://www.vimeo.com,1
https://www.mayoclinic.org,1
https://www.nature.com,1
https://www.yandex.ru,1
https://www.tandfonline.com,1
https://www.elpais.com,1
https://www.ameblo.jp,1
https://www.medicalnewstoday.com,1
https://www.pinterest.co.uk,1
https://www.google.co.in,1
https://www.istockphoto.com,1
https://www.maps123.net,1
https://www.oup.com,1
https://www.pinterest.de,1
https://www.linguee.com,1
https://www.indianexpress.com,1
https://www.study.com,1
https://www.glosbe.com,1
https://www.discogs.com,1
https://www.investopedia.com,1
https://www.genius.com,1
https://www.rottentomatoes.com,1
https://www.goo.ne.jp,1
https://www.goodhousekeeping.com,1
https://www.google.co.uk,1
https://www.wikimedia.org,1
https://www.dw.com,1
https://www.adobe.com,1
https://www.harvard.edu,1
https://www.nbcnews.com,1
https://www.techradar.com,1
https://www.uol.com.br,1
https://www.time.com,1
https://www.buzzfeed.com,1
https://www.google.ca,1
https://www.pinterest.ca,1
https://www.yumpu.com,1
https://www.educalingo.com,1
https://www.indiatoday.in,1
https://www.line.me,1
https://www.lexico.com,1
https://www.deviantart.com,1
https://www.sagepub.com,1
https://www.pinterest.fr,1
https://www.wordhippo.com,1
https://www.insider.com,1
https://www.lefigaro.fr,1
https://www.rvwab.com,1
https://www.google.de,1
https://www.aminoapps.com,1
https://www.ebay.de,1
https://www.pcmag.com,1
https://www.ikea.com,1
https://www.cdc.gov,1
https://www.core.ac.uk,1
https://www.cbc.ca,1
https://www.news18.com,1
https://www.cosmopolitan.com,1
https://www.popsugar.com,1
https://www.mercadolivre.com.br,1
https://www.abc.net.au,1
https://www.apnews.com,1
https://www.depositphotos.com,1
https://www.lavanguardia.com,1
https://www.thehindu.com,1
https://www.urbandictionary.com,1
https://www.india.com,1
https://www.wired.com,1
https://www.definitions.net,1
https://www.askinglot.com,1
https://www.shopee.co.id,1
https://www.player.fm,1
https://www.pixabay.com,1
https://www.theconversation.com,1
https://www.biomedcentral.com,1
https://www.picclick.com,1
https://www.as.com,1
https://www.thesun.co.uk,1
https://www.mercadolibre.com.ar,1
https://www.semanticscholar.org,1
https://www.chron.com,1
https://www.prnewswire.com,1
https://www.medlineplus.gov,1
https://www.mxtube.net,1
https://www.samsung.com,1
https://www.vulture.com,1
https://www.business.site,1
https://www.joom.com,1
https://www.republicworld.com,1
https://www.123rf.com,1
https://www.medicinenet.com,1
https://www.vocabulary.com,1
https://www.mit.edu,1
https://www.agoda.com,1
https://www.hotels.com,1
https://www.ft.com,1
